method,vram,avg_time
LZ4,9203.08935546875,2471.274989657104
Zstd,8532.26513671875,3350.7178440146768
Cascaded,9925.20068359375,1857.1914449955027
Bitcomp,10773.22265625,1834.2644376680255
method,vram,avg_time
LZ4,10721.1083984375,3334.049014335809
Zstd,9706.8427734375,4701.892930665053
Cascaded,11826.65283203125,1909.7504803406384
Bitcomp,11945.82568359375,1855.2832673303783
