method,vram,avg_time
csr,20336.40234375,2373.2853590045124
csr,20335.40234375,2429.276195335357
csr,20332.6298828125,2337.6065870009675
csr,20335.515625,2350.223168672528
csr,20334.896484375,2403.60357532821
method,vram,avg_time
csr,20336.40234375,2347.1521380124614
csr,20335.40234375,2365.445801658401
csr,20332.6298828125,2318.805783657202
csr,20335.515625,2360.918894332523
csr,20334.896484375,2366.625054331962
