step,seq_len,loss,avg_time,peak_memory
3300,256,3.398040533065796,0.024636685921905155,1164
3300,512,3.3051304817199707,0.03833553375034171,1427
3300,1024,3.2302844524383545,0.07066528049972476,2040
3300,2048,3.273653268814087,0.13648917985892695,3239
3300,4096,3.470289707183838,0.2868845868747485,5649
3300,8192,3.992561101913452,0.6848284504844742,10468
3300,16384,4.760533332824707,1.8183310495937803,20080
3300,12000,4.414159505208334,1.1610404996563375,14979
