step,seq_len,loss,avg_time,peak_memory
3300,256,3.398123025894165,0.021236854327980836,1297
3300,512,3.3050549030303955,0.03672008189050757,1688
3300,1024,3.230306625366211,0.0704749217970857,2549
3300,2048,3.2736589908599854,0.13850720770324187,4254
3300,4096,3.4703667163848877,0.28271079215619466,7686
3300,8192,3.9927263259887695,0.6755056130468802,14553
3300,12000,4.414299153645834,1.150406267015569,20994
3300,12000,4.414299153645834,1.1863040585940325,20984
3300,12000,4.3449192708333335,1.1120726310036844,20984
